date,kod_useku,POP_CELKEM,pop_rezidentska,pop_vlastnicka,pop_abonentska,pop_prenosna,pop_carsharing,pop_ekologicka,pop_ostatni,pop_socialni
2019-03-31,P10-1178,1,0,0,0,0,0,0,1,0
2019-03-31,P10-1179,10,0,0,0,0,0,8,2,0
2019-03-31,P10-1203,1,0,0,0,0,0,0,1,0
2019-03-31,P13-0001,170,0,0,3,0,0,50,116,1
2019-03-31,P13-0002,85,16,0,2,0,0,24,39,4
2019-03-31,P16-0001,239,0,0,1,0,0,13,224,1
2019-03-31,P18-0001,7,0,0,0,0,0,2,5,0
2019-03-31,P18-0002,1,0,0,0,0,0,0,1,0
2019-03-31,P18-0003,3,0,0,1,0,0,2,0,0
2019-03-31,P18-0005,1,0,0,0,0,0,1,0,0
2019-03-31,P18-0006,6,0,0,0,0,0,0,6,0
2019-03-31,P18-0007,1,0,0,0,0,0,0,1,0
2019-03-31,P18-0008,6,0,0,0,0,0,2,3,1
2019-03-31,P18-0009,5,0,0,0,0,0,2,3,0
2019-03-31,P18-0010,1,0,0,0,0,0,1,0,0
2019-03-31,P18-0012,1,0,0,0,0,0,1,0,0
2019-03-31,P18-0115,1,0,0,0,0,0,0,1,0
2019-03-31,P18-0116,48,0,0,0,0,0,15,33,0
2019-03-31,P2-0101,13,10,0,1,1,0,0,0,1
2019-03-31,P2-0104,24,15,0,6,0,0,0,1,2
2019-03-31,P2-0105,20,10,0,3,3,0,0,0,4
2019-03-31,P2-0106,36,27,0,1,0,0,0,1,7
2019-03-31,P2-0107,13,7,0,4,0,0,0,0,2
2019-03-31,P2-0108,26,21,1,1,0,0,0,0,3
2019-03-31,P2-0109,55,33,1,6,1,0,0,1,13
2019-03-31,P2-0110,2,0,0,1,0,0,0,0,1
2019-03-31,P2-0112,21,17,0,0,0,0,0,1,3
2019-03-31,P2-0113,62,42,0,6,1,0,0,0,13
2019-03-31,P2-0114,16,9,0,2,1,0,0,0,4
2019-03-31,P2-0115,19,8,0,5,0,0,1,1,4
2019-03-31,P2-0117,38,27,0,1,2,0,0,0,8
2019-03-31,P2-0118,114,60,0,21,4,0,0,2,27
2019-03-31,P2-0119,99,60,1,6,1,0,0,0,31
2019-03-31,P2-0120,29,20,0,0,0,0,0,0,9
2019-03-31,P2-0121,25,18,0,0,0,0,1,0,6
2019-03-31,P2-0122,127,78,0,16,1,0,0,0,32
2019-03-31,P2-0123,1,1,0,0,0,0,0,0,0
2019-03-31,P2-0125,20,8,0,7,0,0,0,0,5
2019-03-31,P2-0127,87,59,0,6,0,0,1,1,20
2019-03-31,P2-0129,55,39,0,4,0,0,0,1,11
2019-03-31,P2-0132,52,33,1,10,0,0,0,1,7
2019-03-31,P2-0134,34,18,0,11,0,0,1,1,3
2019-03-31,P2-0135,2,1,0,0,0,0,0,1,0
2019-03-31,P2-0137,20,12,0,0,3,0,1,0,4
2019-03-31,P2-0138,73,53,0,3,0,0,0,0,17
2019-03-31,P2-0139,32,18,0,10,2,0,0,0,2
2019-03-31,P2-0141,127,93,2,6,2,0,0,0,24
2019-03-31,P2-0142,45,30,1,5,3,0,0,0,6
2019-03-31,P2-0144,11,6,0,4,0,0,0,0,1
2019-03-31,P2-0145,62,49,1,2,0,0,1,1,8
2019-03-31,P2-0147,59,39,1,2,0,0,1,0,16
2019-03-31,P2-0149,37,25,0,2,0,0,0,0,10
2019-03-31,P2-0150,117,85,0,5,0,0,0,1,26
2019-03-31,P2-0152,77,50,0,3,0,0,0,0,24
2019-03-31,P2-0153,12,5,0,3,4,0,0,0,0
2019-03-31,P2-0155,41,28,0,3,2,0,0,0,8
2019-03-31,P2-0156,10,5,2,3,0,0,0,0,0
2019-03-31,P2-0157,41,32,1,3,0,0,0,0,5
2019-03-31,P2-0158,10,6,0,2,0,0,0,2,0
2019-03-31,P2-0159,8,8,0,0,0,0,0,0,0
2019-03-31,P2-0161,43,28,0,2,0,0,0,0,13
2019-03-31,P2-0164,2,2,0,0,0,0,0,0,0
2019-03-31,P2-0166,14,5,0,8,0,0,1,0,0
2019-03-31,P2-0168,38,32,0,3,0,0,0,1,2
2019-03-31,P2-0169,5,4,0,0,0,0,0,0,1
2019-03-31,P2-0170,6,2,0,4,0,0,0,0,0
2019-03-31,P2-0172,18,14,0,3,0,0,0,0,1
2019-03-31,P2-0173,108,83,0,12,1,0,0,0,12
2019-03-31,P2-0174,14,13,0,0,0,0,0,0,1
2019-03-31,P2-0176,70,50,1,12,0,0,0,1,6
2019-03-31,P2-0177,207,152,2,18,0,0,0,6,29
2019-03-31,P2-0178,9,9,0,0,0,0,0,0,0
2019-03-31,P2-0179,10,9,0,0,0,0,0,0,1
2019-03-31,P2-0182,27,23,0,0,0,0,0,0,4
2019-03-31,P2-0183,41,31,1,6,0,0,0,1,2
2019-03-31,P2-0185,3,2,0,0,0,0,0,0,1
2019-03-31,P2-0201,60,35,0,6,12,0,0,1,6
2019-03-31,P2-0202,48,23,1,10,5,0,0,0,9
2019-03-31,P2-0205,41,23,0,10,2,0,0,1,5
2019-03-31,P2-0206,35,23,0,3,0,0,0,1,8
2019-03-31,P2-0209,62,32,2,10,1,0,0,0,17
2019-03-31,P2-0211,68,42,0,4,0,0,0,0,22
2019-03-31,P2-0212,73,51,0,5,2,0,0,2,13
2019-03-31,P2-0213,20,19,0,0,0,0,0,0,1
2019-03-31,P2-0215,21,16,0,3,0,0,0,0,2
2019-03-31,P2-0216,17,10,0,3,0,0,0,0,4
2019-03-31,P2-0217,5,2,0,1,0,0,0,0,2
2019-03-31,P2-0219,23,15,0,2,1,0,0,0,5
2019-03-31,P2-0221,87,60,0,5,6,0,0,0,16
2019-03-31,P2-0222,142,0,0,0,0,0,0,142,0
2019-03-31,P2-0223,50,28,0,12,1,0,0,1,8
2019-03-31,P2-0224,19,11,0,5,0,0,0,0,3
2019-03-31,P2-0225,26,17,0,6,0,0,0,0,3
2019-03-31,P2-0226,82,51,0,6,2,0,0,0,23
2019-03-31,P2-0227,31,27,0,0,0,0,0,0,4
2019-03-31,P2-0228,20,13,0,3,0,0,0,0,4
2019-03-31,P2-0230,1,0,0,0,1,0,0,0,0
2019-03-31,P2-0231,3,0,0,3,0,0,0,0,0
2019-03-31,P2-0237,8,5,1,0,0,0,0,0,2
2019-03-31,P2-0238,21,18,0,2,0,0,0,0,1
2019-03-31,P2-0247,1,0,0,0,0,0,0,0,1
2019-03-31,P2-0249,7,6,0,0,0,0,0,0,1
2019-03-31,P2-0250,2,1,0,0,0,0,0,1,0
2019-03-31,P2-0252,66,48,1,7,0,0,0,0,10
2019-03-31,P2-0254,29,23,0,2,0,0,0,0,4
2019-03-31,P2-0260,1,1,0,0,0,0,0,0,0
2019-03-31,P2-0261,1,0,0,1,0,0,0,0,0
2019-03-31,P2-0280,90,73,0,5,2,0,0,0,10
2019-03-31,P2-0281,9,2,0,5,1,0,0,0,1
2019-03-31,P2-0283,205,154,1,14,0,0,1,1,34
2019-03-31,P2-0284,20,16,0,3,0,0,0,0,1
2019-03-31,P2-0285,119,90,1,7,0,0,0,1,20
2019-03-31,P2-0286,7,4,0,2,0,0,0,0,1
2019-03-31,P2-0287,23,17,0,0,0,0,0,0,6
2019-03-31,P2-0288,68,54,2,3,0,0,0,0,9
2019-03-31,P2-0289,61,43,0,2,0,0,0,1,15
2019-03-31,P2-0290,42,24,1,5,3,0,0,2,7
2019-03-31,P2-0292,66,49,0,2,0,0,0,2,13
2019-03-31,P2-0294,20,17,0,0,0,0,0,0,3
2019-03-31,P2-0295,19,11,0,0,0,0,0,0,8
2019-03-31,P2-0296,9,6,0,0,0,0,0,0,3
2019-03-31,P2-0297,35,26,0,1,2,0,0,0,6
2019-03-31,P2-0305,275,215,2,6,0,0,1,1,50
2019-03-31,P2-0307,33,26,0,2,1,0,0,0,4
2019-03-31,P2-0312,14,0,0,7,7,0,0,0,0
2019-03-31,P2-0314,8,5,0,2,1,0,0,0,0
2019-03-31,P2-0316,82,58,0,9,1,0,0,1,13
2019-03-31,P2-0321,26,18,1,2,0,0,0,0,5
2019-03-31,P2-0322,46,31,0,6,0,0,1,0,8
2019-03-31,P2-0323,38,20,1,4,4,0,0,2,7
2019-03-31,P2-0324,17,5,0,9,2,0,0,0,1
2019-03-31,P2-0327,6,1,1,3,0,0,0,0,1
2019-03-31,P2-0328,165,135,0,2,0,0,0,1,27
2019-03-31,P2-0329,16,14,0,0,0,0,0,0,2
2019-03-31,P2-0330,20,18,0,0,0,0,0,0,2
2019-03-31,P2-0331,42,36,0,0,0,0,0,0,6
2019-03-31,P2-0332,13,4,0,5,4,0,0,0,0
2019-03-31,P2-0334,12,10,0,1,0,0,0,0,1
2019-03-31,P2-0335,40,35,0,3,0,0,0,0,2
2019-03-31,P2-0337,66,52,2,0,0,0,0,0,12
2019-03-31,P2-0340,128,93,1,8,0,0,0,5,21
2019-03-31,P2-0341,141,104,0,3,0,0,0,1,33
2019-03-31,P2-0342,123,98,0,6,0,0,0,6,13
2019-03-31,P2-0343,19,13,0,0,0,0,0,0,6
2019-03-31,P2-0344,96,70,0,11,0,0,0,0,15
2019-03-31,P2-0345,42,27,1,6,3,0,0,0,5
2019-03-31,P2-0347,38,20,1,6,0,0,0,1,10
2019-03-31,P2-0348,79,43,0,19,1,0,1,3,12
2019-03-31,P2-0349,47,32,0,5,5,0,0,0,5
2019-03-31,P2-0350,24,14,0,1,0,0,0,0,9
2019-03-31,P2-0352,12,7,0,1,0,0,0,0,4
2019-03-31,P2-0355,137,86,0,24,1,0,0,5,21
2019-03-31,P2-0358,86,54,0,16,0,0,0,0,16
2019-03-31,P2-0360,51,23,0,6,0,0,1,0,21
2019-03-31,P2-0362,56,42,1,1,0,0,0,0,12
2019-03-31,P2-0363,58,36,1,7,1,0,0,1,12
2019-03-31,P2-0364,44,30,2,3,2,0,0,0,7
2019-03-31,P2-0366,318,72,0,18,0,0,0,68,160
2019-03-31,P2-0367,91,59,0,11,2,0,1,1,17
2019-03-31,P2-0369,9,2,0,4,0,0,1,0,2
2019-03-31,P2-0370,2,0,0,2,0,0,0,0,0
2019-03-31,P2-0371,88,58,0,10,1,0,0,0,19
2019-03-31,P2-0375,1,0,0,1,0,0,0,0,0
2019-03-31,P2-0377,18,16,0,0,0,0,0,0,2
2019-03-31,P2-0378,56,43,0,3,0,0,0,0,10
2019-03-31,P2-0380,39,20,2,6,3,0,0,0,8
2019-03-31,P2-0381,66,48,2,3,0,0,0,1,12
2019-03-31,P2-0382,60,25,1,25,2,0,2,0,5
2019-03-31,P2-0387,234,176,0,12,0,0,0,1,45
2019-03-31,P2-0389,58,35,0,9,0,0,0,0,14
2019-03-31,P2-0390,93,60,1,11,2,0,0,1,18
2019-03-31,P2-0392,62,43,0,5,1,0,0,0,13
2019-03-31,P2-0395,75,52,2,10,0,0,0,0,11
2019-03-31,P2-0399,68,53,0,3,0,0,0,0,12
2019-03-31,P2-0404,161,102,1,15,0,0,1,0,42
2019-03-31,P2-0405,62,33,1,15,0,0,0,1,12
2019-03-31,P2-0407,69,51,1,1,0,0,0,1,15
2019-03-31,P2-0408,79,38,0,21,2,0,0,0,18
2019-03-31,P2-0409,48,32,1,7,0,0,1,1,6
2019-03-31,P2-0410,44,24,0,12,4,0,0,0,4
2019-03-31,P2-0411,45,31,0,2,2,0,1,0,9
2019-03-31,P2-0412,83,50,0,12,1,0,0,0,20
2019-03-31,P2-0415,18,9,0,2,1,0,0,0,6
2019-03-31,P2-0417,22,14,0,0,0,0,0,0,8
2019-03-31,P2-0418,18,10,0,5,0,0,0,0,3
2019-03-31,P2-0419,49,24,1,10,0,0,0,1,13
2019-03-31,P2-0420,16,3,0,11,2,0,0,0,0
2019-03-31,P2-0424,64,44,0,5,0,0,0,2,13
2019-03-31,P2-0426,26,14,0,4,0,0,0,0,8
2019-03-31,P2-0427,11,3,0,3,0,0,0,1,4
2019-03-31,P2-0428,48,31,0,5,0,0,0,0,12
2019-03-31,P2-0429,21,16,1,0,0,0,0,0,4
2019-03-31,P2-0430,106,60,0,14,2,0,0,3,27
2019-03-31,P2-0431,61,40,1,10,3,0,0,0,7
2019-03-31,P2-0433,40,30,1,3,0,0,0,0,6
2019-03-31,P2-0434,33,24,1,0,0,0,0,0,8
2019-03-31,P2-0439,68,51,1,6,1,0,0,0,9
2019-03-31,P2-0440,176,116,0,22,0,0,0,0,38
2019-03-31,P2-0441,198,132,0,28,2,0,0,2,34
2019-03-31,P2-0444,142,107,1,0,0,0,0,0,34
2019-03-31,P2-0446,104,67,0,10,1,0,0,1,25
2019-03-31,P2-0452,98,65,0,2,0,0,0,1,30
2019-03-31,P2-0453,65,47,1,4,0,0,0,1,12
2019-03-31,P2-0454,215,140,4,29,6,0,1,6,29
2019-03-31,P2-0456,37,25,0,2,0,0,0,0,10
2019-03-31,P2-0460,158,97,0,25,3,0,0,3,30
2019-03-31,P2-0463,72,44,0,10,8,0,0,1,9
2019-03-31,P2-0466,1,0,1,0,0,0,0,0,0
2019-03-31,P2-0467,113,63,0,12,7,0,0,1,30
2019-03-31,P2-0469,33,27,0,3,0,0,0,1,2
2019-03-31,P2-0470,115,88,0,4,6,0,0,0,17
2019-03-31,P2-0472,42,32,0,3,1,0,0,0,6
2019-03-31,P2-0473,109,83,0,8,0,0,0,2,16
2019-03-31,P2-0475,81,48,1,4,0,0,0,2,26
2019-03-31,P2-0476,86,53,2,13,5,0,0,0,13
2019-03-31,P2-0489,52,33,0,1,6,0,0,0,12
2019-03-31,P2-0491,74,44,0,6,2,0,2,1,19
2019-03-31,P2-0496,173,141,0,8,0,0,0,1,23
2019-03-31,P2-0500,28,21,0,2,0,0,0,0,5
2019-03-31,P2-0508,77,52,1,11,2,0,0,0,11
2019-03-31,P2-0509,19,13,1,1,1,0,0,2,1
2019-03-31,P2-0510,20,17,1,1,0,0,0,0,1
2019-03-31,P2-0514,47,33,0,4,0,0,0,1,9
2019-03-31,P2-0515,18,14,0,2,0,0,0,0,2
2019-03-31,P2-0518,48,27,0,10,4,0,0,1,6
2019-03-31,P2-0519,11,8,0,0,0,0,0,0,3
2019-03-31,P2-0521,88,64,1,4,1,0,0,1,17
2019-03-31,P2-0523,117,93,2,3,0,0,0,0,19
2019-03-31,P2-0526,48,38,1,2,0,0,0,1,6
2019-03-31,P2-0527,32,15,1,5,1,0,0,1,9
2019-03-31,P2-0528,24,5,0,2,0,0,1,0,16
2019-03-31,P2-0531,72,53,0,5,0,0,0,0,14
2019-03-31,P2-0532,21,18,0,1,0,0,0,0,2
2019-03-31,P2-0533,48,32,0,4,0,0,0,0,12
2019-03-31,P2-0534,45,32,0,1,2,0,0,0,10
2019-03-31,P2-0535,48,32,0,4,0,0,0,0,12
2019-03-31,P2-0536,117,93,1,11,0,0,1,1,10
2019-03-31,P2-0539,132,93,1,15,0,0,1,0,22
2019-03-31,P2-0540,77,52,0,3,0,0,2,3,17
2019-03-31,P2-0542,66,51,0,4,0,0,0,0,11
2019-03-31,P2-0543,129,92,1,12,1,0,0,0,23
2019-03-31,P2-0544,27,21,0,2,0,0,0,0,4
2019-03-31,P2-0545,36,27,0,1,0,0,0,0,8
2019-03-31,P2-0547,60,46,0,3,0,0,0,2,9
2019-03-31,P2-0553,100,74,1,9,0,0,0,0,16
2019-03-31,P2-0554,92,61,0,8,2,0,0,0,21
2019-03-31,P2-0555,60,40,0,3,0,0,0,0,17
2019-03-31,P2-0556,130,100,2,4,2,0,0,1,21
2019-03-31,P2-0557,15,12,0,1,0,0,0,0,2
2019-03-31,P2-0561,8,3,0,3,2,0,0,0,0
2019-03-31,P2-0562,15,7,0,1,1,0,0,0,6
2019-03-31,P2-0563,45,27,0,5,0,0,0,0,13
2019-03-31,P2-0565,60,48,0,0,0,0,0,0,12
2019-03-31,P2-0570,45,35,0,1,0,0,0,0,9
2019-03-31,P2-0571,31,23,0,0,0,0,0,0,8
2019-03-31,P2-0573,23,19,0,2,0,0,0,0,2
2019-03-31,P2-0575,43,34,1,2,1,0,0,0,5
2019-03-31,P2-0576,32,24,1,1,0,0,1,0,5
2019-03-31,P2-0580,76,49,1,2,0,0,0,0,24
2019-03-31,P2-0582,89,72,1,7,0,0,0,0,9
2019-03-31,P2-0583,106,80,0,10,0,0,0,1,15
2019-03-31,P2-0587,99,70,1,7,0,0,0,0,21
2019-03-31,P2-0588,76,64,0,2,2,0,0,0,8
2019-03-31,P2-0590,140,101,0,0,0,0,1,0,38
2019-03-31,P2-0593,162,113,5,2,2,0,0,1,39
2019-03-31,P2-0594,60,46,1,1,0,0,0,0,12
2019-03-31,P2-0596,154,113,0,8,10,0,0,0,23
2019-03-31,P2-0597,63,44,0,1,0,0,0,3,15
2019-03-31,P2-0601,1,1,0,0,0,0,0,0,0
2019-03-31,P2-0602,107,88,0,2,0,0,0,0,17
2019-03-31,P2-0603,21,15,0,2,0,0,0,0,4
2019-03-31,P2-0613,20,11,0,7,0,0,0,0,2
2019-03-31,P2-0616,55,45,1,1,0,0,1,0,7
2019-03-31,P2-0617,101,83,0,5,0,0,0,0,13
2019-03-31,P2-0620,31,18,0,1,1,0,0,0,11
2019-03-31,P2-0621,44,32,0,3,0,0,0,1,8
2019-03-31,P2-0622,7,5,0,0,0,0,0,0,2
2019-03-31,P2-0650,20,11,0,4,0,0,0,0,5
2019-03-31,P22-0001,77,0,0,0,0,0,28,47,2
2019-03-31,P22-0002,4,0,0,1,0,0,0,3,0
2019-03-31,P22-0004,49,0,0,0,0,0,18,31,0
2019-03-31,P3-0101,45,28,0,8,0,0,0,0,9
2019-03-31,P3-0102,208,164,1,10,3,0,0,2,28
2019-03-31,P3-0103,26,24,1,1,0,0,0,0,0
2019-03-31,P3-0104,35,25,0,1,0,0,0,0,9
2019-03-31,P3-0105,207,138,1,31,7,0,0,0,30
2019-03-31,P3-0106,24,18,0,0,0,0,0,0,6
2019-03-31,P3-0108,42,30,1,3,0,0,1,1,6
2019-03-31,P3-0109,116,94,0,8,0,0,0,0,14
2019-03-31,P3-0110,34,30,0,1,0,0,0,0,3
2019-03-31,P3-0111,20,15,0,2,0,0,0,0,3
2019-03-31,P3-0112,89,73,1,5,0,0,0,0,10
2019-03-31,P3-0114,36,30,0,0,0,0,0,1,5
2019-03-31,P3-0115,3,2,0,0,0,0,0,0,1
2019-03-31,P3-0116,30,21,1,1,0,0,0,0,7
2019-03-31,P3-0117,54,43,0,5,0,0,0,1,5
2019-03-31,P3-0119,29,21,0,2,0,0,0,0,6
2019-03-31,P3-0120,71,54,1,5,1,0,0,0,10
2019-03-31,P3-0122,16,13,0,0,0,0,0,0,3
2019-03-31,P3-0123,27,23,0,0,0,0,0,0,4
2019-03-31,P3-0124,25,24,0,1,0,0,0,0,0
2019-03-31,P3-0126,2,2,0,0,0,0,0,0,0
2019-03-31,P3-0127,23,18,1,4,0,0,0,0,0
2019-03-31,P3-0129,24,23,0,1,0,0,0,0,0
2019-03-31,P3-0132,30,24,0,3,0,0,0,0,3
2019-03-31,P3-0134,74,58,0,5,7,0,0,0,4
2019-03-31,P3-0136,45,32,0,8,3,0,0,0,2
2019-03-31,P3-0137,47,39,0,2,1,0,0,0,5
2019-03-31,P3-0141,77,67,0,3,0,0,0,1,6
2019-03-31,P3-0142,8,8,0,0,0,0,0,0,0
2019-03-31,P3-0144,307,38,0,0,0,0,0,3,266
2019-03-31,P3-0145,19,14,0,0,0,0,0,0,5
2019-03-31,P3-0146,117,87,2,3,0,0,0,0,25
2019-03-31,P3-0147,21,13,0,2,0,0,0,0,6
2019-03-31,P3-0149,55,44,0,4,0,0,1,1,5
2019-03-31,P3-0150,7,7,0,0,0,0,0,0,0
2019-03-31,P3-0155,2,0,0,2,0,0,0,0,0
2019-03-31,P3-0157,53,30,0,11,2,0,0,4,6
2019-03-31,P3-0158,32,22,0,5,0,0,0,1,4
2019-03-31,P3-0161,65,47,0,6,0,0,0,2,10
2019-03-31,P3-0162,20,14,0,1,0,0,0,1,4
2019-03-31,P3-0165,5,3,0,2,0,0,0,0,0
2019-03-31,P3-0166,37,28,0,8,0,0,0,0,1
2019-03-31,P3-0167,9,9,0,0,0,0,0,0,0
2019-03-31,P3-0168,46,36,0,2,0,0,0,1,7
2019-03-31,P3-0169,78,64,0,4,0,0,0,0,10
2019-03-31,P3-0172,136,103,0,1,0,0,0,1,31
2019-03-31,P3-0173,283,217,0,4,0,0,1,1,60
2019-03-31,P3-0177,51,43,0,1,0,0,0,1,6
2019-03-31,P3-0178,81,61,1,0,0,0,0,0,19
2019-03-31,P3-0179,43,23,0,1,0,0,0,0,19
2019-03-31,P3-0185,148,112,1,3,0,0,0,4,28
2019-03-31,P3-0187,13,10,0,3,0,0,0,0,0
2019-03-31,P3-0190,30,23,0,3,0,0,0,0,4
2019-03-31,P3-0193,45,42,0,1,0,0,0,0,2
2019-03-31,P3-0195,40,35,0,1,0,0,0,0,4
2019-03-31,P3-0196,41,33,0,2,0,0,0,0,6
2019-03-31,P3-0197,34,20,0,10,0,0,0,0,4
2019-03-31,P3-0201,129,108,1,2,0,0,0,0,18
2019-03-31,P3-0203,27,17,1,7,0,0,0,0,2
2019-03-31,P3-0207,132,95,1,4,2,0,0,1,29
2019-03-31,P3-0211,94,76,0,3,2,0,1,2,10
2019-03-31,P3-0212,52,43,0,1,0,0,0,0,8
2019-03-31,P3-0213,42,36,0,1,0,0,0,1,4
2019-03-31,P3-0216,43,17,0,4,19,0,0,0,3
2019-03-31,P3-0219,144,109,2,1,0,0,0,0,32
2019-03-31,P3-0221,92,72,0,3,0,0,0,1,16
2019-03-31,P3-0224,135,110,0,3,0,0,0,0,22
2019-03-31,P3-0227,117,93,1,2,0,0,0,0,21
2019-03-31,P3-0229,71,54,0,2,0,0,0,0,15
2019-03-31,P3-0231,95,70,2,2,0,0,0,0,21
2019-03-31,P3-0232,52,36,0,2,1,0,1,0,12
2019-03-31,P3-0235,83,69,0,0,0,0,0,0,14
2019-03-31,P3-0237,56,49,0,0,0,0,0,0,7
2019-03-31,P3-0238,109,83,0,0,0,0,1,3,22
2019-03-31,P3-0239,11,7,0,0,0,0,3,1,0
2019-03-31,P3-0241,27,21,0,0,0,0,0,0,6
2019-03-31,P3-0242,77,64,0,0,0,0,0,0,13
2019-03-31,P3-0244,104,53,1,2,1,0,0,1,46
2019-03-31,P3-0247,18,15,0,0,0,0,0,0,3
2019-03-31,P3-0249,71,49,0,12,1,0,0,0,9
2019-03-31,P3-0250,3,1,0,1,0,0,1,0,0
2019-03-31,P3-0251,53,43,0,1,0,0,0,0,9
2019-03-31,P3-0252,37,25,0,0,0,0,0,0,12
2019-03-31,P3-0255,64,57,1,2,0,0,0,0,4
2019-03-31,P3-0256,42,26,1,0,0,0,1,0,14
2019-03-31,P3-0258,83,67,1,4,0,0,0,0,11
2019-03-31,P3-0259,1,1,0,0,0,0,0,0,0
2019-03-31,P3-0260,9,5,0,0,0,0,0,0,4
2019-03-31,P3-0261,3,1,0,1,0,0,1,0,0
2019-03-31,P3-0262,80,54,1,1,0,0,1,2,21
2019-03-31,P3-0263,5,5,0,0,0,0,0,0,0
2019-03-31,P3-0264,13,7,0,0,0,0,0,0,6
2019-03-31,P3-0266,16,11,0,1,0,0,0,0,4
2019-03-31,P3-0268,5,2,1,0,0,0,0,0,2
2019-03-31,P3-0270,54,43,0,2,1,0,0,1,7
2019-03-31,P3-0275,65,55,0,0,0,0,0,0,10
2019-03-31,P3-0277,58,41,0,0,0,0,0,0,17
2019-03-31,P3-0281,48,35,0,0,0,0,0,0,13
2019-03-31,P3-0285,2,2,0,0,0,0,0,0,0
2019-03-31,P3-0286,3,1,1,0,0,0,0,0,1
2019-03-31,P3-0287,8,7,0,0,0,0,0,0,1
2019-03-31,P3-0288,94,63,2,2,0,0,0,0,27
2019-03-31,P3-0289,77,52,0,4,0,0,0,0,21
2019-03-31,P3-0290,117,83,1,1,11,0,0,1,20
2019-03-31,P3-0291,92,73,0,3,0,0,0,0,16
2019-03-31,P3-0293,70,59,0,2,0,0,0,0,9
2019-03-31,P3-0296,21,12,0,4,0,0,0,0,5
2019-03-31,P3-0298,97,77,1,0,0,0,0,0,19
2019-03-31,P3-0300,198,140,1,1,0,0,0,0,56
2019-03-31,P3-0302,141,108,1,4,0,0,0,0,28
2019-03-31,P3-0304,110,92,0,0,0,0,0,0,18
2019-03-31,P3-0305,103,74,1,4,1,0,0,2,21
2019-03-31,P3-0307,147,111,1,0,0,0,0,1,34
2019-03-31,P3-0310,237,182,0,4,0,0,0,0,51
2019-03-31,P3-0312,48,28,0,0,0,0,0,0,20
2019-03-31,P3-0316,28,24,0,0,0,0,0,0,4
2019-03-31,P3-0321,15,9,0,0,0,0,0,0,6
2019-03-31,P3-0325,71,19,2,35,9,0,0,4,2
2019-03-31,P3-0335,1,0,0,1,0,0,0,0,0
2019-03-31,P3-0344,14,13,0,0,0,0,0,1,0
2019-03-31,P3-0345,23,15,1,1,0,0,1,0,5
2019-03-31,P3-0347,14,13,0,0,0,0,0,0,1
2019-03-31,P3-0348,12,5,0,1,0,0,0,0,6
2019-03-31,P3-0349,6,2,0,1,0,0,0,1,2
2019-03-31,P3-0351,12,7,0,1,0,0,1,0,3
2019-03-31,P3-0353,47,28,0,9,3,0,0,0,7
2019-03-31,P3-0357,17,16,0,0,0,0,0,0,1
2019-03-31,P3-0359,78,60,1,4,0,0,0,0,13
2019-03-31,P3-0360,90,65,2,12,0,0,1,2,8
2019-03-31,P3-0364,123,88,0,15,0,0,0,0,20
2019-03-31,P3-0365,68,52,0,11,1,0,0,0,4
2019-03-31,P3-0367,129,108,0,4,0,0,0,0,17
2019-03-31,P3-0369,150,123,1,0,0,0,0,0,26
2019-03-31,P3-0370,33,22,0,3,0,0,0,0,8
2019-03-31,P3-0371,117,94,3,7,1,0,0,1,11
2019-03-31,P3-0372,66,53,0,4,1,0,0,2,6
2019-03-31,P3-0375,70,53,0,7,2,0,0,1,7
2019-03-31,P3-0377,47,40,0,1,0,0,0,0,6
2019-03-31,P3-0380,24,17,0,4,0,0,0,0,3
2019-03-31,P3-0381,229,172,3,8,1,0,2,2,41
2019-03-31,P3-0382,35,20,0,3,0,0,3,4,5
2019-03-31,P3-0385,122,108,0,0,0,0,0,1,13
2019-03-31,P3-0389,71,58,1,2,5,0,0,0,5
2019-03-31,P3-0390,85,67,0,2,0,0,0,0,16
2019-03-31,P3-0394,91,66,0,13,1,0,0,0,11
2019-03-31,P3-0395,10,3,1,0,0,0,0,0,6
2019-03-31,P3-0396,97,63,0,3,0,0,0,0,31
2019-03-31,P3-0398,32,23,0,0,1,0,0,0,8
2019-03-31,P3-0399,42,37,0,0,0,0,0,0,5
2019-03-31,P3-0403,110,88,1,2,0,0,0,0,19
2019-03-31,P3-0404,14,10,0,0,0,0,0,0,4
2019-03-31,P3-0408,34,22,0,5,0,0,0,0,7
2019-03-31,P3-0410,26,20,1,2,0,0,0,1,2
2019-03-31,P3-0411,38,29,1,1,1,0,0,0,6
2019-03-31,P3-0412,21,15,0,1,0,0,0,0,5
2019-03-31,P3-0415,31,23,0,0,0,0,0,0,8
2019-03-31,P3-0419,44,33,1,0,0,0,0,3,7
2019-03-31,P3-0420,85,63,0,2,4,0,0,1,15
2019-03-31,P3-0421,70,58,2,0,0,0,0,0,10
2019-03-31,P3-0423,52,34,0,5,1,0,1,1,10
2019-03-31,P3-0425,7,5,0,1,0,0,0,0,1
2019-03-31,P3-0427,20,12,0,3,0,0,0,0,5
2019-03-31,P3-0428,119,88,0,6,0,0,0,1,24
2019-03-31,P3-0429,79,54,1,5,1,0,0,1,17
2019-03-31,P3-0430,65,41,0,4,0,0,0,1,19
2019-03-31,P3-0432,37,16,0,13,3,0,0,0,5
2019-03-31,P3-0434,73,45,0,3,0,0,0,0,25
