house_code,usek_code
22625429,P10-0574
22625437,P10-0574
22625445,P10-0574
22625453,P10-0574
22625461,P10-0577
22625470,P10-0602
22625488,P10-0602
22625496,P10-0602
22625500,P10-0602
22625518,P10-0602
22625526,P10-0602
22625534,P10-0602
22625542,P10-0602
22625551,P10-0602
22625569,P10-0603
22625577,P10-0603
22625585,P10-0603
22625593,P10-0603
22625607,P10-0603
22625615,P10-0603
22625623,P10-0603
22625631,P10-0604
22625640,P10-0604
22625658,P10-0604
22625666,P10-0604
22625674,P10-0604
22625682,P10-0604
22625691,P10-0604
22625704,P10-0413
22625712,P10-0413
22625721,P10-0413
22625739,P10-0413
22625747,P10-0534
22625755,P10-0429
22625763,P10-0429
22625798,P10-0585
22625810,P10-0585
22625828,P10-0585
22625844,P10-0585
22625887,P10-0619
22625895,P10-0618
22625909,P10-0618
22625917,P10-0638
22625925,P10-0577
22625933,P10-0577
22625941,P10-0577
22625950,P10-0577
22625968,P10-0577
22625976,P10-0577
22625992,P10-0576
22626000,P10-0576
22626026,P10-0636
22626042,P10-0570
22626051,P10-0571
22626069,P10-0571
22626077,P10-0571
22626085,P10-0571
22626093,P10-0572
22626107,P10-0572
22626115,P10-0572
22626123,P10-0572
22626131,P10-0570
22626140,P10-0573
22626158,P10-0573
22626166,P10-0573
22626191,P10-0604
22626212,P10-0609
22626221,P10-0609
22626239,P10-0609
22626247,P10-0605
22626255,P10-0605
22626263,P10-0605
22626271,P10-0605
22626280,P10-0605
22626298,P10-0605
22626301,P10-0605
22626328,P10-0625
22626336,P10-0625
22626344,P10-0624
22626352,P10-0624
22626387,P10-0625
22626395,P10-0625
22626409,P10-0625
22626417,P10-0625
22626425,P10-0625
22626433,P10-0625
22626441,P10-0625
22626484,P10-0817
22626492,P10-0701
22626514,P10-0413
22626522,P10-0413
22626531,P10-0413
22626549,P10-0623
22626557,P10-0655
22626573,P10-0655
22626603,P10-0656
22626611,P10-0549
22626620,P10-0550
22626654,P10-0717
22626662,P10-0802
22626671,P10-0812
22626689,P10-0461
22626719,P10-0637
22626727,P10-0637
22626735,P10-0579
22626751,P10-0589
22626778,P10-0589
22626816,P10-0589
22626824,P10-0578
22626841,P10-0633
22626867,P10-0510
22626875,P10-0655
22626913,P10-0416
22626948,P10-0702
22626956,P10-0798
22626964,P10-0639
22626972,P10-0633
22626981,P10-0698
22626999,P10-0698
22627006,P10-0698
22627014,P10-0698
22627049,P10-0838
22627073,P10-0589
22627090,P10-0588
22627103,P10-0588
22627111,P10-0588
22627120,P10-0588
22627138,P10-0588
22627154,P10-0631
22627197,P10-0579
22627219,P10-0657
22627235,P10-0675
22627251,P10-0630
22627278,P10-0630
22627286,P10-0630
22627308,P10-0585
22627316,P10-0799
22627324,P10-0813
22627341,P10-0813
22627359,P10-0813
22627367,P10-0813
22627383,P10-0810
22627391,P10-0812
22627413,P10-0812
22627421,P10-0812
22627430,P10-0812
22627448,P10-0812
22627456,P10-0812
22627464,P10-0810
22627472,P10-0685
22627481,P10-0375
22627499,P10-0375
22627502,P10-0375
22627511,P10-0375
22627529,P10-0375
22627545,P10-0657
22627553,P10-0550
22627561,P10-0676
22627588,P10-0550
22627596,P10-0701
22627600,P10-0829
22627618,P10-0829
22627634,P10-0831
22627642,P10-0675
22627677,P10-0553
22627693,P10-0553
22627707,P10-0802
22627731,P10-0802
22627782,P10-0592
22627791,P10-0618
22627812,P10-0472
22627839,P10-0676
22627847,P10-0575
22627855,P10-0634
22627863,P10-0810
22627871,P10-0535
22627880,P10-0632
22627898,P10-0570
22627901,P10-0534
22627910,P10-0534
22627928,P10-0534
22627936,P10-0534
22627944,P10-0534
22627961,P10-0701
22627979,P10-0595
22628002,P10-0838
22628045,P10-0550
22628053,P10-0658
22628061,P10-0523
22628070,P10-0530
22628088,P10-0527
22628100,P10-0389
22628118,P10-0389
22628126,P10-0389
22628134,P10-0658
22628177,P10-0475
22628193,P10-0802
22628207,P10-0815
22628215,P10-0815
22628223,P10-0815
22628231,P10-0815
22628240,P10-0808
22628266,P10-0808
22628274,P10-0808
22628291,P10-0808
22628304,P10-0808
22628339,P10-0709
22628347,P10-0584
22628355,P10-0475
22628363,P10-0612
22628371,P10-0463
22628380,P10-0463
22628398,P10-0463
22628401,P10-0451
22628410,P10-0450
22628436,P10-0462
22628444,P10-0463
22628452,P10-0450
22628461,P10-0450
22628479,P10-0450
22628487,P10-0462
22628495,P10-0462
22628509,P10-0450
22628517,P10-0450
22628525,P10-0450
22628533,P10-0462
22628541,P10-0462
22628550,P10-0450
22628568,P10-0450
22628576,P10-0450
22628584,P10-0462
22628592,P10-0462
22628606,P10-0450
22628614,P10-0450
22628622,P10-0450
22628631,P10-0414
22628649,P10-0414
22628657,P10-0414
22628665,P10-0414
22628673,P10-0450
22628681,P10-0450
22628690,P10-0450
22628703,P10-0450
22628711,P10-0450
22628720,P10-0450
22628738,P10-0450
22628754,P10-0450
22628771,P10-0450
22628797,P10-0450
22628801,P10-0450
22628819,P10-0450
22628835,P10-0450
22628843,P10-0450
22628860,P10-0450
22628878,P10-0450
22628886,P10-0450
22628894,P10-0450
22628908,P10-0450
22628916,P10-0450
22628924,P10-0450
22628941,P10-0450
22628967,P10-0450
22628975,P10-0450
22628991,P10-0450
22629009,P10-0450
22629017,P10-0450
22629041,P10-0450
22629050,P10-0450
22629076,P10-0450
22629084,P10-0450
22629092,P10-0450
22629106,P10-0450
22629114,P10-0450
22629122,P10-0450
22629131,P10-0450
22629149,P10-0450
22629157,P10-0450
22629165,P10-0450
22629173,P10-0450
22629181,P10-0450
22629190,P10-0450
22629203,P10-0450
22629211,P10-0450
22629238,P10-0450
22629246,P10-0450
22629262,P10-0450
22629271,P10-0450
22629297,P10-0450
22629301,P10-0450
22629351,P10-0450
22629408,P10-0450
22629416,P10-0450
22629424,P10-0450
22629441,P10-0450
22629467,P10-0450
22629475,P10-0450
22629483,P10-0450
22629530,P10-0450
22629548,P10-0450
22629556,P10-0450
22629564,P10-0450
22629572,P10-0450
22629581,P10-0450
22629602,P10-0450
22629611,P10-0450
22629629,P10-0450
22629637,P10-0450
22629645,P10-0450
22629653,P10-0450
22629661,P10-0450
22629670,P10-0450
22629700,P10-0450
22629718,P10-0450
22629726,P10-0450
22629734,P10-0450
22629742,P10-0450
22629751,P10-0450
22629769,P10-0450
22629777,P10-0450
22629785,P10-0450
22629793,P10-0450
22629807,P10-0450
22629823,P10-0450
22629840,P10-0450
22629858,P10-0450
22629874,P10-0450
22629882,P10-0450
22629891,P10-0450
22629921,P10-0450
22629939,P10-0450
22629947,P10-0450
22629955,P10-0450
22629963,P10-0450
22629980,P10-0450
22629998,P10-0450
22630007,P10-0450
22630015,P10-0450
22630031,P10-0450
22630040,P10-0450
22630058,P10-0450
22630066,P10-0450
22630074,P10-0450
22630082,P10-0450
22630104,P10-0450
22630112,P10-0450
22630121,P10-0450
22630155,P10-0450
22630163,P10-0450
22630171,P10-0450
22630180,P10-0450
22630198,P10-0450
22630228,P10-0450
22630236,P10-0450
22630244,P10-0450
22630252,P10-0450
22630261,P10-0450
22630279,P10-0450
22630287,P10-0450
22630295,P10-0450
22630309,P10-0449
22630317,P10-0449
22630325,P10-0449
22630333,P10-0449
22630341,P10-0449
22630350,P10-0449
22630368,P10-0449
22630384,P10-0449
22630392,P10-0449
22630406,P10-0449
22630414,P10-0449
22630422,P10-0449
22630431,P10-0449
22630449,P10-0449
22630457,P10-0449
22630465,P10-0449
22630473,P10-0449
22630481,P10-0449
22630503,P10-0449
22630511,P10-0449
22630520,P10-0449
22630546,P10-0449
22630562,P10-0449
22630571,P10-0449
22630597,P10-0449
22630601,P10-0449
22630619,P10-0449
22630627,P10-0449
22630643,P10-0449
22630651,P10-0449
22630660,P10-0449
22630686,P10-0449
22630694,P10-0449
22630708,P10-0449
22630716,P10-0449
22630732,P10-0449
22630767,P10-0449
22630775,P10-0449
22630783,P10-0449
22630791,P10-0449
22630821,P10-0449
22630830,P10-0449
22630856,P10-0449
22630881,P10-0449
22630911,P10-0449
22630937,P10-0449
22630945,P10-0449
22630961,P10-0449
22630988,P10-0449
22631003,P10-0449
22631038,P10-0449
22631046,P10-0449
22631071,P10-0449
22631089,P10-0449
22631097,P10-0449
22631119,P10-0449
22631127,P10-0449
22631143,P10-0449
22631151,P10-0449
22631160,P10-0449
22631178,P10-0449
22631194,P10-0449
22631208,P10-0449
22631216,P10-0449
22631232,P10-0449
22631241,P10-0449
22631267,P10-0449
22631275,P10-0449
22631283,P10-0449
22631305,P10-0449
22631313,P10-0449
22631330,P10-0449
22631348,P10-0449
22631356,P10-0449
22631364,P10-0449
22631372,P10-0449
22631381,P10-0449
22631399,P10-0449
22631402,P10-0449
22631411,P10-0449
22631429,P10-0449
22631445,P10-0449
22631453,P10-0449
22631461,P10-0449
22631470,P10-0449
22631496,P10-0449
22631500,P10-0449
22631526,P10-0449
22631569,P10-0449
22631585,P10-0449
22631593,P10-0449
22631607,P10-0449
22631615,P10-0449
22631623,P10-0449
22631640,P10-0449
22631658,P10-0449
22631666,P10-0449
22631691,P10-0449
22631704,P10-0449
22631712,P10-0449
22631721,P10-0449
22631739,P10-0449
22631747,P10-0448
22631755,P10-0448
22631763,P10-0448
22631771,P10-0448
22631780,P10-0448
22631798,P10-0448
22631801,P10-0448
22631844,P10-0448
22631861,P10-0448
22631879,P10-0448
22631895,P10-0448
22631909,P10-0448
22631917,P10-0448
22631933,P10-0448
22631941,P10-0448
22631950,P10-0448
22631968,P10-0448
22631984,P10-0432
22631992,P10-0432
22632000,P10-0432
22632018,P10-0432
22632026,P10-0432
22632034,P10-0432
22632042,P10-0432
22632051,P10-0432
22632069,P10-0432
22632077,P10-0432
22632085,P10-0444
22632093,P10-0444
22632107,P10-0444
22632115,P10-0444
22632123,P10-0444
22632131,P10-0444
22632140,P10-0443
22632174,P10-0443
22632182,P10-0443
22632191,P10-0443
22632204,P10-0443
22632239,P10-0443
22632255,P10-0443
22632263,P10-0443
22632280,P10-0443
22632310,P10-0443
22632328,P10-0443
22632336,P10-0443
22632344,P10-0443
22632395,P10-0443
22632409,P10-0443
22632417,P10-0443
22632425,P10-0443
22632433,P10-0443
22632441,P10-0443
22632450,P10-0443
22632468,P10-0443
22632476,P10-0443
22632492,P10-0443
22632506,P10-0443
22632514,P10-0443
22632522,P10-0443
22632549,P10-0443
22632565,P10-0443
22632573,P10-0443
22632590,P10-0443
22632603,P10-0443
22632611,P10-0443
22632620,P10-0443
22632638,P10-0443
22632646,P10-0443
22632654,P10-0443
22632662,P10-0443
22632671,P10-0443
22632689,P10-0443
22632697,P10-0443
22632701,P10-0443
22632751,P10-0443
22632760,P10-0443
22632778,P10-0443
22632786,P10-0443
22632794,P10-0443
22632824,P10-0443
22632832,P10-0443
22632841,P10-0443
22632867,P10-0443
22632883,P10-0443
22632891,P10-0443
22632905,P10-0443
22632930,P10-0443
22632999,P10-0443
22633006,P10-0443
22633022,P10-0443
22633031,P10-0443
22633057,P10-0443
22633065,P10-0443
22633073,P10-0443
22633081,P10-0443
22633090,P10-0443
22633111,P10-0455
22633120,P10-0455
22633138,P10-0455
22633146,P10-0455
22633154,P10-0455
22633162,P10-0455
22633201,P10-0455
22633227,P10-0455
22633251,P10-0455
22633260,P10-0455
22633278,P10-0455
22633308,P10-0455
22633316,P10-0455
22633324,P10-0455
22633332,P10-0455
22633341,P10-0455
22633359,P10-0455
22633375,P10-0455
22633391,P10-0455
22633405,P10-0455
22633421,P10-0455
22633448,P10-0455
22633456,P10-0455
22633472,P10-0455
22633481,P10-0455
22633511,P10-0455
22633529,P10-0455
22633553,P10-0455
22633561,P10-0455
22633588,P10-0455
22633596,P10-0455
22633618,P10-0455
22633626,P10-0455
22633634,P10-0455
22633677,P10-0455
22633685,P10-0455
22633774,P10-0455
22633782,P10-0455
22633791,P10-0455
22633839,P10-0455
22633847,P10-0455
22633863,P10-0455
22633871,P10-0455
22633880,P10-0455
22633898,P10-0455
22633901,P10-0455
22633910,P10-0455
22633936,P10-0455
22633944,P10-0455
22633952,P10-0455
22633979,P10-0455
22633987,P10-0455
22634002,P10-0455
22634029,P10-0455
22634045,P10-0455
22634053,P10-0455
22634100,P10-0455
22634118,P10-0455
22634126,P10-0455
22634142,P10-0455
22634151,P10-0455
22634169,P10-0455
22634185,P10-0455
22634193,P10-0455
22634207,P10-0455
22634215,P10-0455
22634223,P10-0455
22634231,P10-0455
22634240,P10-0455
22634258,P10-0455
22634266,P10-0455
22634282,P10-0455
22634291,P10-0455
22634312,P10-0455
22634321,P10-0455
22634339,P10-0455
22634363,P10-0455
22634371,P10-0455
22634380,P10-0455
22634398,P10-0455
22634436,P10-0455
22634444,P10-0455
22634461,P10-0455
22634479,P10-0455
22634495,P10-0455
22634525,P10-0455
22634533,P10-0455
22634541,P10-0455
22634550,P10-0455
22634568,P10-0455
22634576,P10-0455
22634584,P10-0455
22634592,P10-0455
22634614,P10-0455
22634673,P10-0632
22634681,P10-0808
22634703,P10-0626
22634711,P10-0816
22634720,P10-0833
22634738,P10-0833
22634746,P10-0833
22634797,P10-0461
22634801,P10-0814
22634860,P10-0626
22634878,P10-0550
22634886,P10-0551
22634894,P10-0551
22634908,P10-0551
22634924,P10-0544
22634932,P10-0544
22634941,P10-0544
22634959,P10-0560
22634967,P10-0560
22634975,P10-0560
22634983,P10-0559
22635017,P10-0592
22635106,P10-0816
22635122,P10-0617
22635131,P10-0607
22635149,P10-0703
22635165,P10-0673
22635203,P10-0802
22635211,P10-0584
22635220,P10-0837
22635271,P10-0608
22635289,P10-0608
22635297,P10-0617
22635301,P10-0654
22635335,P10-0808
22635343,P10-0809
22635351,P10-0809
22635360,P10-0810
22635378,P10-0585
22635416,P10-0600
22635726,P10-0600
22635751,P10-0600
22635769,P10-0631
22635955,P10-0631
22636480,P10-0631
22636609,P10-0618
22636811,P10-1132
22649930,P10-0284
22649948,P10-0289
22649956,P10-0209
22649972,P10-0208
22650008,P10-0208
22650016,P10-0210
22650024,P10-0502
22650041,P10-0208
22650059,P10-0206
22650067,P10-0206
22650075,P10-0210
22650083,P10-0210
22650105,P10-0210
22650113,P10-0210
22650121,P10-0210
22650130,P10-0210
22650148,P10-0206
22650156,P10-0206
22650172,P10-0210
22650181,P10-0210
22650199,P10-0206
22650202,P10-0208
22650229,P10-0209
22650245,P10-0208
22650253,P10-0210
22650261,P10-0208
22650288,P10-0206
22650296,P10-0206
22650300,P10-0206
22650318,P10-0210
22650326,P10-0206
22650334,P10-0293
22650351,P10-0286
22650369,P10-0286
22650385,P10-0285
22650431,P10-0287
22650466,P10-0282
22650474,P10-0282
22650512,P10-0282
22650521,P10-0289
22650539,P10-0285
22650547,P10-0286
22650555,P10-0286
22650563,P10-0289
22650571,P10-0289
22650580,P10-0289
22650610,P10-0288
22650679,P10-0288
22650687,P10-0288
22650695,P10-0289
22650709,P10-0289
22650717,P10-0287
22650725,P10-0288
22650733,P10-0287
22650741,P10-0311
22650750,P10-0287
22650768,P10-0287
22650776,P10-0289
22650784,P10-0289
22650792,P10-0289
22650806,P10-0282
22650822,P10-0287
22650831,P10-0287
22650857,P10-0288
22650865,P3-0503
22650873,P3-0503
22650890,P3-0503
22650911,P3-0503
22650920,P10-0289
22650938,P10-0289
22650954,P10-0289
22650971,P10-0289
22650989,P10-0288
22650997,P10-0288
22651004,P10-0288
22651021,P10-0279
22651039,P10-0289
22651047,P10-0289
22651055,P10-0279
22651071,P10-0282
22651080,P10-0279
22651098,P10-0279
22651101,P10-0279
22651128,P10-0279
22651136,P10-0279
22651195,P10-0279
22651225,P10-0278
22651268,P10-0275
22651284,P10-0280
22651292,P10-0280
22651306,P10-0281
22651314,P10-0281
22651322,P10-0281
22651365,P10-0279
22651381,P10-0279
22651527,P10-0298
22651560,P10-0298
22651586,P10-0298
22651608,P10-0298
22651667,P10-0298
22651683,P10-0298
22651730,P10-0298
22651748,P10-0298
22651781,P10-0298
22651799,P10-0298
22651802,P10-0298
22651811,P10-0298
22651837,P10-0297
22651853,P10-0297
22651861,P10-0297
22651888,P10-0297
22651900,P10-0297
22651918,P10-0297
22651934,P10-0304
22651951,P10-0303
22651969,P10-0303
22651977,P10-0303
22652019,P10-0309
22652027,P10-0309
22652035,P10-0309
22652043,P10-0309
22652051,P10-0309
22652094,P10-0306
22652132,P10-0309
22652141,P10-0309
22652167,P10-0309
22652191,P10-0309
22652213,P10-0309
22652256,P10-0309
22652353,P10-0302
22652361,P10-0302
22652388,P10-0302
22652396,P10-0302
22652418,P10-0302
22652477,P10-0305
22652485,P10-0305
22652531,P10-0305
22652558,P10-0305
22652604,P10-0307
22652647,P10-0302
22652698,P10-0281
22652728,P10-0294
22652752,P10-0300
22652761,P10-0307
22652850,P10-0300
22652868,P10-0300
22652949,P10-0273
22652981,P10-0273
22653015,P10-0299
22653031,P10-0299
22653058,P10-0299
22653091,P10-0300
22653104,P10-0300
22653163,P10-0254
22653198,P10-0281
22653201,P10-0281
22653309,P10-0299
22653333,P10-0295
22653465,P10-0299
22653473,P10-0299
22653490,P10-0297
22653503,P10-0297
22653511,P10-0297
22653562,P10-0297
22653571,P10-0297
22653601,P10-0254
22653627,P10-0308
22653830,P10-0289
22653872,P10-0254
22653899,P10-0297
22653902,P10-0308
22653911,P10-0254
22653929,P10-0289
22653945,P10-0297
22653953,P10-0297
22653961,P10-0291
22653970,P10-0291
22653988,P10-0297
22653996,P10-0297
22654003,P10-0292
22654011,P10-0291
22654020,P10-0297
22654038,P10-0297
22654046,P10-0297
22654054,P10-0501
22654089,P10-0499
22654101,P10-0499
22654119,P10-0297
22654127,P10-0296
22654135,P10-0296
22654151,P10-0254
22654186,P10-0296
22654194,P10-0296
22654208,P10-0499
22654216,P10-0296
22654224,P10-0296
22654259,P10-0499
22654275,P10-0294
22654283,P10-0501
22654291,P10-0501
22654305,P10-0500
22654313,P10-0500
22654321,P10-0499
22654348,P10-0499
22654356,P10-0499
22654364,P10-0499
22654372,P10-0502
22654381,P10-0502
22654402,P10-0493
22654411,P10-0493
22654429,P10-0492
22654437,P10-0492
22654445,P10-0508
22654453,P10-0508
22654461,P10-0507
22654470,P10-0507
22654496,P3-0702
22654518,P10-0492
22654534,P10-0493
22654542,P10-0499
22654551,P10-0499
22654577,P10-0503
22654585,P10-0503
22654593,P10-0504
22654615,P10-0504
22654623,P10-0504
22654631,P10-0506
22654640,P10-0506
22654658,P10-0506
22654666,P10-0506
22654674,P10-0495
22654682,P10-0495
22654691,P10-0495
22654704,P10-0495
22654712,P10-0308
22654747,P10-0501
22654798,P10-0178
22654810,P10-0178
22654828,P10-0114
22654844,P10-0181
22654852,P10-0171
22654861,P10-0175
22654887,P10-0177
22654895,P10-0317
22654917,P10-0317
22654933,P10-0175
22654941,P10-0175
22654950,P10-0315
22654976,P10-0177
22654984,P10-0177
22654992,P10-0315
22655018,P10-0175
22655026,P10-0202
22655034,P10-0200
22655042,P10-0200
22655051,P10-0181
22655077,P10-0183
22655085,P10-0183
22655115,P10-0185
22655166,P10-0177
22655174,P10-0176
22655191,P10-0315
22655212,P10-0173
22655239,P10-0187
22655247,P10-0315
22655263,P10-0186
22655280,P10-0185
22655301,P10-0216
22655310,P10-0221
22655328,P10-0186
22655336,P10-0198
22655344,P10-0259
22655352,P10-0186
22655379,P10-0187
22655409,P10-0189
22655433,P10-0227
22655441,P10-0227
22655484,P10-0117
22655492,P10-0186
22655514,P10-0186
22655522,P10-0186
22655531,P10-0186
22655549,P10-0188
22655573,P10-0218
22655581,P10-0185
22655603,P10-0175
22655611,P10-0246
22655620,P10-0190
22655646,P10-0156
22655654,P10-0156
22655689,P10-0158
22655697,P10-0158
22655701,P10-0158
22655719,P10-0179
22655727,P10-0184
22655735,P10-0114
22655751,P10-0161
22655760,P10-0181
22655778,P10-0179
22655786,P10-0184
22655794,P10-0217
22655808,P10-0322
22655832,P10-0214
22655841,P10-0214
22655867,P10-0171
22655875,P10-0213
22655883,P10-0222
22655891,P10-0213
22655905,P10-0252
22655921,P10-0217
22655930,P10-0213
22655956,P10-0177
22655972,P10-0213
22655981,P10-0177
22655999,P10-0246
22656006,P10-0192
22656022,P10-0322
22656057,P10-0192
22656065,P10-0217
22656081,P10-0188
22656103,P10-0215
22656111,P10-0178
22656120,P10-0178
22656162,P10-0216
22656171,P10-0222
22656201,P10-0215
22656227,P10-0223
22656235,P10-0215
22656243,P10-0180
22656251,P10-0215
22656286,P10-0186
22656294,P10-0182
22656316,P10-0181
22656324,P10-0253
22656332,P10-0253
22656341,P10-0207
22656359,P10-0215
22656375,P10-0188
22656383,P10-0204
22656391,P10-0206
22656405,P10-0206
22656413,P10-0206
22656421,P10-0206
22656430,P10-0206
22656456,P10-0178
22656472,P10-0203
22656481,P2-0509
22656499,P10-0207
22656511,P10-0200
22656537,P10-0206
22656545,P2-0509
22656553,P10-0202
22656561,P10-0203
22656588,P10-0191
22656596,P2-0509
22656600,P2-0509
22656626,P10-0255
22656634,P10-1169
22656642,P10-0206
22656651,P10-0206
22656685,P2-0509
22656693,P10-0200
22656707,P10-0206
22656715,P2-0509
22656723,P10-0202
22656731,P10-0202
22656766,P10-0197
22656791,P10-0201
22656804,P10-0200
22656821,P10-0252
22656839,P10-0202
22656855,P10-0114
22656871,P10-0177
22656880,P10-0179
22656901,P10-0186
22656910,P10-0176
22656928,P10-0178
22656952,P10-0179
22656961,P10-0217
22656979,P10-0186
22657002,P10-0215
22657011,P10-0197
22657037,P10-0195
22657045,P10-0202
22657088,P10-0217
22657100,P10-0252
22657118,P10-0252
22657126,P10-0182
22657134,P10-0202
22657142,P10-0202
22657151,P10-0203
22657169,P10-0215
22657185,P10-0202
22657207,P10-0187
22657215,P10-0108
22657223,P10-0223
22657258,P10-0204
22657274,P10-0213
22657282,P10-0161
22657304,P10-0182
22657312,P10-0182
22657339,P10-0164
22657347,P10-0161
22657355,P10-0161
22657363,P10-0259
22657371,P10-0109
22657380,P10-0161
22657398,P10-0214
22657401,P10-0200
22657410,P10-0202
22657428,P10-0222
22657436,P10-0180
22657452,P2-0509
22657461,P10-0202
22657479,P10-0215
22657495,P10-0215
22657509,P10-0215
22657525,P10-0214
22657541,P10-0215
22657550,P10-0202
22657568,P10-0202
22657584,P10-0215
22657592,P2-0509
22657614,P10-0252
22657622,P10-0213
22657631,P10-0215
22657665,P10-0264
22657673,P10-0219
22657703,P10-0202
22657711,P10-0233
22657720,P10-0191
22657738,P10-0219
22657746,P10-0202
22657754,P10-0215
22657762,P10-0219
22657789,P10-0175
22657797,P10-0193
22657801,P10-0214
22657835,P10-0219
22657878,P10-0216
22657886,P10-0200
22657908,P10-0109
22657916,P10-0194
22657932,P10-0216
22657941,P10-0206
22657959,P10-0216
22657967,P10-0194
22657983,P10-0194
22657991,P10-0194
22658017,P10-0199
22658025,P10-0216
22658033,P10-0216
22658050,P10-0216
22658068,P10-0177
22658076,P10-0219
22658084,P10-0251
22658092,P10-0193
22658106,P10-0162
22658114,P10-0162
22658149,P10-0216
22658157,P10-0194
22658165,P10-0194
22658173,P10-0194
22658181,P10-0223
22658203,P10-0232
22658220,P10-0216
22658238,P10-0341
22658254,P10-0223
22658271,P10-0216
22658289,P10-0220
22658301,P10-0162
22658319,P10-0222
22658335,P10-0222
22658351,P10-0169
22658378,P10-0220
22658386,P10-0188
22658408,P10-0169
22658424,P10-0193
22658432,P10-0162
22658441,P10-0162
22658475,P10-0199
22658483,P10-0204
22658530,P10-0216
22658548,P10-0199
22658556,P10-0114
22658572,P10-0199
22658581,P10-0199
22658599,P10-0193
22658611,P10-0194
22658629,P10-0232
22658645,P10-0114
22658653,P10-0114
22658670,P10-0231
22658688,P10-0194
22658696,P10-0194
22658700,P10-0194
22658718,P10-0199
22658734,P10-0231
22658742,P10-0114
22658769,P10-0194
22658777,P10-0215
22658785,P10-0115
22658793,P10-0115
22658807,P10-0178
22658823,P10-0221
22658831,P10-0232
22658858,P10-0112
22658882,P10-0179
22658912,P10-0216
22658921,P10-0190
22658939,P10-0277
22658947,P10-0277
22658963,P10-0181
22658971,P10-0276
22658980,P10-0276
22658998,P10-0193
22659013,P10-0219
22659021,P10-0321
22659048,P10-0321
22659081,P10-0277
22659099,P10-0192
22659111,P10-0192
22659137,P10-0276
22659145,P10-0204
22659153,P10-0219
22659161,P10-0256
22659170,P10-0194
22659196,P10-0256
22659218,P10-0219
22659226,P10-0198
22659251,P10-0217
22659269,P10-0191
22659285,P10-0192
22659293,P10-0277
22659307,P10-0246
22659315,P10-0219
22659323,P10-0201
22659331,P10-0222
22659340,P10-0114
22659358,P10-0162
22659366,P10-0162
22659374,P10-0162
22659382,P10-0277
22659391,P10-0277
22659404,P10-0223
22659412,P10-0193
22659421,P10-0195
22659455,P10-0259
22659463,P10-0246
22659471,P10-0246
22659480,P10-0253
22659501,P10-0277
22659528,P10-0168
22659536,P10-0219
22659544,P10-0219
22659552,P10-0252
22659561,P10-0256
22659595,P10-0127
22659609,P10-0230
22659617,P10-0230
22659633,P10-0277
22659641,P10-0162
22659650,P10-0168
22659668,P10-0277
22659676,P10-0341
22659692,P10-0163
22659706,P10-0163
22659714,P10-0237
22659749,P10-0255
22659757,P10-0168
22659765,P10-0256
22659773,P10-0259
22659781,P10-0246
22659790,P10-0246
22659803,P10-0237
22659820,P10-0163
22659838,P10-0163
22659846,P10-0314
22659854,P10-0163
22659862,P10-0192
22659889,P10-0124
22659897,P10-0168
22659901,P10-0112
22659919,P10-0163
22659927,P10-0161
22659943,P10-0222
22659951,P10-0246
22659978,P10-0163
22659986,P10-0161
22659994,P10-0219
22660011,P10-0222
22660020,P10-0161
22660038,P10-0161
22660054,P10-0314
22660062,P10-0237
22660089,P10-0198
22660097,P10-0198
22660101,P10-0160
22660119,P10-0160
22660127,P10-0160
22660143,P10-0159
22660151,P10-0159
22660160,P10-0159
22660178,P10-0161
22660186,P10-0161
22660194,P10-0192
22660208,P10-0192
22660216,P10-0192
22660232,P10-0274
22660241,P10-0237
22660267,P10-0259
22660275,P10-0259
22660283,P10-0246
22660291,P10-0223
22660305,P10-0223
22660313,P10-0160
22660321,P10-0160
22660348,P10-0161
22660356,P10-0154
22660364,P10-0161
22660372,P10-0161
22660381,P10-0314
22660399,P10-0161
22660402,P10-0261
22660411,P10-0226
22660429,P10-0226
22660437,P10-0276
22660453,P10-0246
22660461,P10-0159
22660470,P10-0164
22660488,P10-0156
22660496,P10-0252
22660500,P10-0252
22660518,P10-0157
22660526,P10-0154
22660534,P10-0276
22660542,P10-0276
22660551,P10-0226
22660569,P10-0157
22660577,P10-0155
22660593,P10-0227
22660607,P10-0236
22660615,P10-0236
22660623,P10-0275
22660631,P10-0275
22660640,P10-0226
22660658,P10-0226
22660666,P10-0154
22660691,P10-0274
22660712,P10-0275
22660721,P10-0275
22660755,P10-0275
22660763,P10-0275
22660771,P10-0275
22660798,P10-0275
22660801,P10-0274
22660810,P10-0274
22660828,P10-0274
22660836,P10-0227
22660852,P10-0314
22660861,P10-0159
22660879,P10-0246
22660887,P10-0271
22660895,P10-0271
22660909,P10-0271
22660917,P10-0314
22660925,P10-0264
22660933,P10-0267
22660941,P10-0270
22660976,P10-0252
22660984,P10-0252
22660992,P10-0268
22661026,P10-0267
22661034,P10-0268
22661042,P10-0268
22661069,P10-0159
22661077,P10-0155
22661085,P10-0267
22661107,P10-0272
22661123,P10-0272
22661131,P10-0264
22661140,P10-0264
22661158,P10-0235
22661174,P10-0235
22661182,P10-0237
22661204,P10-0264
22661212,P10-0269
22661239,P10-0274
22661247,P10-0274
22661255,P10-0274
22661271,P10-0272
22661280,P10-0253
22661298,P10-0319
22661301,P10-0319
22661310,P10-0314
22661336,P10-0158
22661344,P10-0158
22661352,P10-0156
22661361,P10-0246
22661379,P10-0271
22661395,P10-0272
